8026 4045 15
24793 4045 9
4725 4045 1
27140 8387 5
25843 4045 2
11278 39539 21
20456 4045 2
1080 4045 43
36072 26553 43
17358 26553 12
16228 4045 5
27517 39539 1
15182 4045 26
9406 26553 1
19027 26553 2
1177 39539 4
28848 4045 5
32520 26553 1
4438 26553 5
8054 8387 2
36975 4045 2
25202 26553 1
39069 26553 2
15805 8387 8
38777 39539 2
8659 39539 11
20743 26553 5
31102 26553 738
30861 39539 4
31819 26553 5
4577 39539 31
844 37703 531
17031 39539 1
15720 4045 12
39983 4045 1
5109 8387 14
34439 4045 180
26898 8387 1
17101 8387 7
25381 39539 1
9143 28056 1
35110 39539 2
3937 8387 4
26721 39539 1
3841 39539 6
33839 4045 9
25216 37703 113
23306 8387 1
13693 39539 2
8970 4045 6
22175 26553 3
7830 39539 1
30438 26553 21
3852 4045 37
29974 4045 3
5342 39539 1
26816 4045 6
24205 26553 30
11623 26553 15
17960 8387 25
30847 4045 1
3460 39539 2
2148 26553 2
2047 39539 2
36919 4045 1
2886 39539 1
34570 39539 1
4380 26553 2
11621 39539 1
11629 39539 4
9083 39539 2
16068 26553 17
16451 26553 6
37756 26553 2
5289 8387 2
21331 8387 2
12815 4045 2
15821 39539 6
25658 26553 140
24226 28056 12
32 8387 14
24226 28058 785
33922 8387 10
29711 4045 1
32591 4045 1
29915 28056 9
4949 26553 24
29915 28058 6
31798 8387 23
30873 26553 1000
17814 39539 26
35435 26553 4
38791 39539 1
23796 26553 3
23797 26553 2
14491 8387 1
15310 39539 2
27983 8387 25
3161 26553 6
5864 26553 1
11479 26553 1
21749 4045 3
8042 39539 1
18034 26553 35
25045 39539 3
29664 39539 2
5058 4045 2
15374 8387 21
19740 39539 1
16561 4045 1
25970 8387 3
20634 4045 211
19526 4045 2
8391 4045 2
20286 4045 62
20285 4045 31
14841 4045 1
5671 8387 3
26811 8387 2
21338 39539 2
33104 4045 15
14399 4045 1
8354 4045 2
39836 26553 27
32437 39539 9
24509 39539 1
30433 4045 29
24312 4045 7
39551 39539 1
37136 4045 15
1512 39539 8
13471 4045 12
782 8387 10
19610 4045 2
1185 8387 2
1261 39539 14
25336 4045 1
10056 4045 1
10674 26553 117
12616 39539 1
10880 39539 4
24316 26553 2
19126 26553 24
32947 26553 1
14505 4045 5
33021 4045 16
23901 26553 2
32723 8387 2
25618 26553 15
22249 4045 2
8183 4045 11
8837 39539 1
1879 26553 3
16094 39539 10
31418 26553 7
20259 39539 13
14480 4045 7
24447 4045 2
26845 26553 7
34186 8387 1
29631 26553 5
38249 4045 2
22264 26553 2
4799 39539 1
1012 4045 40
32015 35439 10
14721 39539 21
14039 4045 14
24100 4045 2
32091 39539 2
39489 8387 22
35656 26553 4
21525 39539 1
32523 8387 2
15138 4045 2
12550 4045 4
13352 8387 11
36778 26553 2
24132 4045 28
2006 8387 4
6657 26553 2
16290 4045 16
12674 39539 2
33089 4045 1
20986 4045 3
21320 8387 4
36384 39539 2
31156 39539 1
3309 8387 2
18246 8387 3
4692 4045 2
7117 4045 4
27636 4045 1
17745 4045 8
9198 4045 1
9185 39539 5
25006 4045 1
19721 4045 15
1265 28056 14
35189 4045 1
32230 39539 8
19491 28056 3
39377 8387 1
33530 26553 1
29985 26553 6
29803 39539 2
13879 26553 44
37170 4045 1
23799 39539 4
22610 4045 12
3428 8387 1
32225 39539 2
22877 4045 226
37888 28056 2
22872 4045 45
36390 39539 1
4998 39539 5
20095 39539 3
18895 26553 2825
7650 4045 3
30635 39539 2
8564 4045 108
22786 39539 2
27197 39539 2
36222 39539 2
5443 26553 2
33543 39539 2
17577 26553 5
1375 4045 2
35526 39539 2
20441 4045 14
3015 4045 9
24720 4045 1
14146 8387 2
30758 39539 4
28656 39539 2
13828 26553 2
26882 26553 2
22511 8387 8
31104 39539 1
25476 8387 5
37065 4045 2
11452 4045 1
38490 26553 2530
17133 8387 1
19573 8387 1
8543 39539 2
3109 4045 2
1215 8387 1
38313 39539 1
26137 8387 36
28768 4045 13
5538 39539 2
14410 26553 1
5340 35439 713
27860 8387 1
17442 8387 4
5756 4045 1
31358 8387 9
5788 8387 4
28651 4045 2
3130 26553 1
1280 4045 140
7753 4045 5
22322 8387 8
39969 4045 152
31082 4045 6
34741 39539 2
20118 8387 2
34944 4045 6
14165 26553 2
23543 26553 2
22298 4045 2
29292 8387 20
39256 8387 4
15897 4045 2
35916 39539 2
9139 26553 1
27877 8387 1
30609 13508 72
28549 39539 8
14551 8387 1
18185 26553 11
9634 26553 7
11888 28056 3
11185 8387 1
23030 26553 25
14567 39539 2
4906 4045 7
36096 8387 54
34148 4045 1
1020 26553 1
33906 4045 3
34887 26553 5
36483 8387 5
35008 39539 2
17661 39539 1
18100 8387 1
13294 8387 328
9059 4045 6
7928 4045 2
33098 8387 1
33581 26553 20
20616 4045 9
17667 39539 6
23818 4045 8
935 4045 2
33863 39539 1
853 26553 2
17149 39539 1
14057 4045 3
14069 39539 5
8990 4045 1
6081 4045 2
31783 8387 11
2467 4045 11
23465 4045 21
12333 39539 3
32241 26553 2
14893 8387 4
66 28056 1
12862 26553 9
10147 28056 26
6589 28056 1
13450 4045 1
6590 8387 14
1010 39539 1
1062 4045 9
9314 4045 1
12712 4045 775
39531 26553 3
64 8387 1
8123 39539 1
2522 4045 1
22543 4045 1
7990 39539 1
20796 39539 18
34747 4045 2
14030 8387 141
20851 4045 2
22464 39539 5
6690 8387 2
9885 39539 66
18679 4045 2
20164 4045 2
14279 39539 2
20192 26553 4
17678 4045 11
30224 8387 2
19923 28056 27
2344 4045 3
19923 8387 47
10031 8387 2
27268 26553 349
14870 4045 1
39472 26553 1
30210 4045 3
28772 26553 1
7225 4045 20
14848 39539 1
28541 8387 4
17423 39539 4
5171 4045 161
8448 4045 2
23170 39539 7
22060 26553 1
31462 28056 1
29502 4045 1
31782 39539 1
20686 4045 4
5170 26553 1
38798 26553 33
21895 8387 54
28767 35439 74
15437 39539 4
24202 4045 15
32028 39539 3
38080 4045 13
1260 35439 1
13340 26553 7
13336 26553 4
7247 4045 1
32394 39539 4
20504 8387 33
8349 4045 13
12921 26553 8
6388 4045 5
30095 26553 1
6389 4045 2
35930 39539 1
18964 4045 10
4236 28056 2
27009 26553 55
16378 28056 1
4176 39539 3
36529 26553 1117
3616 4045 2
12141 39539 2
29903 26553 12
14670 4045 2
967 8387 4
12857 8387 1
13398 39539 3
37306 4045 83
35369 4045 2
25942 8387 1
4561 39539 1
1530 39539 2
16454 26553 2
29469 39539 1
9251 4045 1
15081 39539 14
12861 8387 2
5337 4045 2
35568 4045 2
28327 8387 9
19640 28056 2
12456 39539 1
39407 4045 2
33742 8387 56
8572 39539 3
28129 39539 6
30516 26553 2
29028 39539 1
21864 8387 5
14534 26553 12
28181 4045 1
6772 8387 100
528 4045 3
20589 39539 1
6433 39539 3
7604 39539 1
2160 4045 13
13232 8387 107
3298 39539 3
5859 4045 3
27357 39539 8
22640 26553 2
12759 4045 43
24765 4045 1
35077 39539 1
3672 4045 481
13328 39539 232
10910 8387 5
13426 39539 2
5823 8387 2
28561 26553 3
25214 4045 7
4614 39539 69
33001 39539 5
38563 4045 3
23042 4045 2
20620 4045 1
15868 39539 1
16190 39539 1
10231 26553 12
19041 8387 1
7970 35439 2
32036 4045 2
14612 4045 3
9088 4045 3
18791 39539 1
8377 26553 8
8277 39539 1
